t Successful1 Successful2 Successful3 Successful4 Successful5 Successful6 Successful7 Successful8 Successful9 Successful10 Successful11 Successful12 Successful13 Successful14 Successful15 Successful16 Successful17 Successful18 Successful19 Successful20 Successful21 Failed1 Successful22 Successful23 Successful24 Successful25 Successful26 Successful27 Successful28 Successful29 Successful30 Successful31 Successful32 Failed2 Successful33 Successful34 Successful35 Successful36 Successful37 Successful38 Successful39 Successful40 Successful41 Successful42 Successful43 Failed3 Successful44 Successful45 Successful46 Successful47 
10.0000000000 -3.9120969379 -4.6192837764 -11.4825972825 -2.9660523964 -4.3529765622 -4.4613227247 -10.4693551864 -10.9162951383 -10.7930684752 -3.4471182839 -11.0187033029 -3.9108802458 -11.6102013265 -12.0190258193 -11.1538482611 -3.6439115722 -4.7758661622 -3.6374563024 -3.5417588766 -3.5741822488 -3.3712261427 -11.7808612504 -11.4265685625 -11.8193107530 -10.7041747741 -11.4243852766 -3.3912166147 -3.7090770722 -11.1894414701 -11.6984398463 -3.4788220188 -11.6484481126 -11.5619420008 -10.8606555633 -11.6022124684 -11.1959953130 -10.5197499625 -10.4920725198 -4.0214177977 -11.8289651287 -10.4583666153 -10.3773594479 -11.4882896330 -10.7948259989 -11.1919124545 -11.4495998914 -4.0319090150 -11.2647208364 -3.7890406287 -3.9343847346 
11.0000000000 -3.3188432081 -3.8707588493 -11.4023330599 -3.8103011893 -3.8205878067 -3.7138076634 -10.8507855138 -10.4914719641 -10.8117499923 -4.2958043454 -10.7970043166 -4.0392572430 -11.6908006085 -11.0931394364 -10.6600111163 -3.7370326709 -4.1193077846 -4.2637325250 -3.2025951692 -3.6313784126 -3.9663005867 -10.7154010001 -10.3282074797 -11.6939539628 -10.8966261472 -11.5764193853 -3.0121951183 -3.5476811042 -11.3610675211 -10.9019420635 -3.8823164723 -10.7347457252 -10.4167073439 -9.8271378942 -11.9981104494 -10.8407220135 -10.8173757266 -10.5188314552 -3.0373951801 -10.9620245123 -11.0052585364 -11.1135798230 -11.7196422206 -10.6654555188 -10.7994514467 -11.2786983175 -3.3980049070 -11.4831006023 -3.7597017623 -4.1766219333 
12.0000000000 -3.2606346840 -3.7464805272 -11.0139585148 -4.3392801760 -3.6276703362 -3.5411238072 -10.7207783287 -10.3270488104 -9.7955004748 -3.2277685796 -10.5585196038 -3.4368261446 -11.1932901786 -10.4559139317 -10.5267545306 -3.5127085453 -3.6759337834 -3.7399336277 -4.1308902594 -4.4012578794 -3.3350225841 -9.4313418267 -10.4243861451 -10.7556030421 -10.2440175973 -10.9602496778 -3.1900606824 -3.8091886185 -10.1532826529 -10.3632509452 -3.5044012706 -10.6244758344 -10.5934610490 -10.5156276125 -11.1208871490 -11.3651655361 -10.9044691511 -11.0560488842 -3.8994482300 -10.8591213665 -11.2716765008 -10.9808097231 -10.5948718678 -9.7517986774 -11.2044685870 -11.0860724948 -2.7676117171 -11.3187444966 -3.5293203618 -3.9262565734 
13.0000000000 -4.0743385179 -3.8308394247 -10.4725193143 -4.0553126191 -3.2319578163 -3.7480144003 -10.7140950065 -10.0960306796 -10.5444224363 -3.1812392196 -10.5885032549 -3.7582738106 -10.4341797420 -10.0772092403 -9.8914195129 -4.1187219067 -3.1559394421 -3.5893166967 -3.8236696133 -4.4880164403 -3.7213558176 -8.8715674718 -9.8584473702 -9.9088364576 -10.6776980437 -10.3214637365 -4.2956812526 -3.6211607129 -10.1217100839 -10.4404060628 -3.4713597834 -10.7013056670 -10.6422750778 -10.0903845698 -10.2575272468 -10.3844986337 -10.3881377269 -9.9361473748 -3.9860453136 -9.7887776886 -11.2444109507 -10.3419582158 -9.5172522168 -9.6350417261 -10.5740155423 -10.6146385962 -3.2859943268 -9.8286519753 -3.9475307234 -4.0807078786 
14.0000000000 -3.4387057428 -4.2154916067 -9.6669669634 -4.4456023795 -3.4221405413 -4.0045741537 -9.3443646446 -9.1832325931 -8.7276521804 -3.5531618759 -9.1829895381 -3.4665597685 -9.2700249580 -9.0616051830 -8.8138355178 -4.0746938451 -3.5257739721 -4.1610020807 -4.8060390938 -3.7138356426 -4.0110018945 -8.6183413473 -9.0816727632 -9.0538368311 -10.1602940839 -9.3077377899 -3.6339385412 -4.0806131848 -9.0541326448 -9.4800605972 -3.1098571313 -9.2194003209 -9.7928245753 -9.3847538035 -8.6377190498 -8.9262717993 -9.9348056366 -9.2224049696 -3.6070375664 -9.5473721303 -9.9520276196 -9.2514584200 -8.5454763990 -8.5138381159 -8.6580385196 -8.8152213091 -3.4147517750 -9.0832758211 -4.0869268591 -3.1907592394 
15.0000000000 -3.1610192294 -2.9488300239 -6.6083981393 -3.7788193029 -3.6332372100 -4.0889465667 -7.0780150222 -6.2133107008 -6.2027680011 -4.1880791725 -5.8955804745 -2.9992002117 -5.5149235734 -6.6820856048 -5.7541976809 -3.8806963517 -3.5352849073 -3.6331292902 -3.3045628950 -3.7048527477 -3.5797523098 -5.8851929992 -7.4081231900 -5.4483377983 -6.7017785747 -6.5697410611 -3.5713150514 -3.1566266225 -6.4673804760 -6.2695779330 -3.2922914735 -6.6815392222 -6.9790845283 -6.3215919422 -5.9040013641 -6.2718902444 -6.7721150339 -6.5762563081 -3.6063476832 -6.3150751933 -7.2752326092 -6.8122782822 -6.5142110291 -5.9509030002 -5.4561631500 -6.7781760940 -3.4293032595 -5.8866239670 -3.2739703454 -3.8652783433 
16.0000000000 -2.0784087618 -2.5135694976 -3.0828076716 -2.3885104801 -2.6246716694 -2.9233845561 -2.7816817460 -2.4986702299 -2.4227808368 -2.1571380756 -2.5711699895 -2.2974405992 -1.8646022973 -3.2115696830 -2.1096473397 -2.4512331283 -2.4381251563 -2.3280246832 -2.1243736393 -2.1868432926 -2.4376870595 -3.1625635525 -3.5362545041 -2.5982777998 -2.6340547166 -2.2768420382 -1.2953048689 -2.0352554562 -3.0080887935 -2.1013277453 -1.3120649588 -2.7116009048 -2.9071531351 -2.6797787742 -2.0388394386 -2.8879864082 -3.0800260017 -4.2737980524 -2.5185452415 -2.0761367721 -2.1146287102 -3.2313334594 -3.2744576422 -2.5147573651 -1.9859807725 -3.4816559746 -0.5307666236 -2.6068449171 -2.4362461216 -2.3493569492 
17.0000000000 -0.7654823343 -1.7069019476 0.0439989977 -0.7111084099 -1.5121671439 -1.4289488325 1.0182153797 0.5393429605 0.4126287504 -1.2175160294 0.2394932949 -0.7603827824 0.4874842249 -0.0413930873 0.2159968943 -0.8176228440 -0.2733289574 -0.9286660344 -0.6366945867 -0.9937581806 -1.3717264513 -0.4328902099 -0.8488916452 0.4447257318 0.1893124505 -0.0064507580 1.5957906174 -0.4967419297 0.5247880874 0.1282597681 -0.9637472981 0.7362419399 0.5765273939 0.4542138597 0.7876557372 -0.1425923747 0.0020427551 -0.8187400425 -0.8130448107 1.4145655425 0.8314141181 0.0401657103 0.4318257495 0.6251008823 0.6684022722 0.3189643830 0.7021914493 1.2250560761 -1.1834149452 -0.9287523239 
18.0000000000 0.0945563966 0.4808063219 1.6987921322 0.4612847451 -0.5580031122 -0.1888976984 2.8348014265 2.2697390846 2.3764404853 -0.2290193455 1.5640930898 0.2243746031 1.9347318134 1.6994360619 2.3720098367 0.2707881904 0.5851301048 0.1497995764 0.7328281391 -0.1381666321 -0.2251839160 1.0003685206 1.1171815534 2.3571477108 2.5103861699 1.7478573236 2.0265343871 0.5365817185 1.8805127505 1.6215440684 -0.1335037707 1.2475979736 1.4969251567 2.2052606655 2.1642766219 1.1637500712 1.8169031266 1.6975487569 0.0632903357 2.9567149438 1.8107409386 2.2286079561 2.4117762778 1.6977707943 2.0261220036 1.6406431482 1.6882956739 2.2568721543 0.1417306362 0.3509456213 
19.0000000000 0.7301454312 0.3499021050 2.3021388542 0.7553149599 -0.0370603571 0.7122517362 3.3290180913 2.5005532913 2.5070326609 0.3809888828 3.0378399651 0.4832759630 2.2557108698 2.3146116802 2.4379923888 0.4836538524 0.3438177632 0.4343348175 1.7724449608 0.0598435967 0.7983291085 2.5114192784 2.3655830209 1.8730826217 2.5293856788 1.9013747876 2.2466090312 1.3706117464 2.7075190386 2.3976625037 0.5490437700 1.5712025158 2.4573378683 2.7319583166 2.3766486665 2.5954678245 2.3992888337 2.9325352084 0.9359331038 3.0756295178 2.4280775158 2.2832946972 2.4841497599 1.8473420206 2.2457390082 2.9093918621 0.8564357821 2.8056954680 0.2276630813 0.6892176577 
20.0000000000 0.8520363867 1.1191618227 2.2740371963 1.1506081048 0.8511717470 1.1436312804 2.5731743649 1.5021727929 1.3259686605 1.7163694253 2.1587598025 1.2066977548 2.5275563840 1.5299659393 2.2731541527 1.2130723200 0.6914953690 0.7697714879 1.7284355330 0.7857607224 0.6159357743 2.6466282077 2.2583690727 1.7903433064 1.9703516824 2.1543594902 1.0343968866 0.9653066727 2.5238940610 2.3026486235 1.1147281006 1.5350666315 2.1606066310 2.2191112695 1.7873253849 2.4246806638 1.9412961724 2.5140755174 1.0853099823 2.4017758825 2.4472830861 1.9849207714 1.3658650837 0.8177932550 1.7876270822 1.9332524104 1.3448970555 1.3551960059 0.6387535277 0.9995942499 
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
